mpan,record_id,notification_creation_date,fault_description,msn
1300005242982,1300005242982 - E07BG11773,19/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07919777169. Last Stored Data: 15-AUG-24. SSIL NHH Contact: Ivan Topic,E07BG11773
1300005259596,1300005259596 - EML2304658,11/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:19558. Last stored data 27/02/2024. SSIL NHH Contact: Jane Lewis",EML2304658
1300005277692,1300005277692 - E07BG15250,23/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07900399910. Last stored data 27/03/2022. SSIL NHH Contact: Samuel Dickinson,E07BG15250
1300005277832,1300005277832 - E09BG03687,19/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901442579. Last Stored Data: 15-AUG-24. SSIL NHH Contact: Ivan Topic,E09BG03687
1300005292627,1300005292627 - E09BG10084,07/09/2024,COMMS FAULT - GSM comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07769138269. Last Stored Data: 03-SEP-24. SSIL NHH Contact: Ivan Topic,E09BG10084
1300005295450,1300005295450 - E09BG01520,20/08/2024,COMMS FAULT: Failed to collect data from meter Comms Mode Outbound using Telephone 07901442581. Last stored data 22/03/2023. SSIL NHH Contact: Ivan Topic,E09BG01520
1300005326861,1300005326861 - E13ML03312,01/02/2022,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416112040. Last Stored Data: 01-NOV-21. KNAYEE 01293 776747 ext 389,E13ML03312
1300005330005,1300005330005 - E07BG02212,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07500022865. Last stored data 26/04/2021. SSIL NHH Contact: Jane Lewis,E07BG02212
1300005341043,1300005341043 - E10BG16048,30/07/2024,"MTD FAULT: Meter ID mismatch, comms connects to different meter than stated in D0313 Comms Mode TCP/IP using IP address / Socket Port 10.100.100.100:44901. Last stored data 08/02/2023. SSIL NHH Contact: Matthew Taylor",E10BG16048
1300005344569,1300005344569 - E10BG16051,03/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07901035903. Last stored data 27/05/2024. SSIL NHH Contact: Samuel Dickinson,E10BG16051
1300005381853,1300005381853 - 210203076,09/02/2022,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07803048609. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,210203076
1300005498570,1300005498570 - E11Z39909,29/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07703916059. Last Stored Data 25/07/2024. SSIL NHH Contact: Ben Brant,E11Z39909
1300005540308,1300005540308 - E13TH00089,07/01/2022,MTD FAULT - Meter type set to N (Dumb). Please investigate and update MTDs Current Comms Mode is Outbound using Telephone . Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,E13TH00089
1300005577159,1300005577159 - E11Z61853,10/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07808354674. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E11Z61853
1300005602805,1300005602805 - E09BG03544,11/03/2024,COMMS FAULT: Failed to collect data from meter Current Comms Mode is UDP using IP address / Socket Port 10.13.65.102:9876. Last Stored Data 05/03/2024. SSIL NHH Contact: Ivan Topic,E09BG03544
1300005610940,1300005610940 - E09BG09560,26/02/2024,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07775118585. Last Stored Data 20/02/2024. SSIL NHH Contact: Ben Brant,E09BG09560
1300005619881,1300005619881 - E09BG06708,15/07/2023,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07975316442. Last Stored Data: 10-JUL-23. KNAYEE 01293 776747 ext 389,E09BG06708
1300005626202,1300005626202 - E09BG09118,19/06/2023,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07766159054. Last Stored Data 12/06/2023. SSIL NHH Contact: Krupesh Nayee,E09BG09118
1300005661155,1300005661155 - E09BG09122,07/09/2024,COMMS FAULT - GSM comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07780222175. Last Stored Data: 03-SEP-24. SSIL NHH Contact: Ivan Topic,E09BG09122
1300005663028,1300005663028 - E09BG06185,04/04/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07975332075. Last Stored Data: 01-APR-70. NCHAN 01293 776747 ext,E09BG06185
1300005676764,1300005676764 - K21A001939,07/05/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:10995. Last Stored Data: 03-MAY-24. SSIL NHH Contact: Ivan Topic,K21A001939
1300005768227,1300005768227 - E15Z011846,22/10/2022,COMMS FAULT: Unable to connect to IP address Current Comms Mode is UDP using Telephone and SMS . Last Stored Data 22/02/2022. SSIL NHH Contact: Joe Casebow,E15Z011846
1300005776593,1300005776593 - 14189158,03/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please raise with ASL if required. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.8:10575. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ben Brant,14189158
1300005818278,1300005818278 - E09BG03350,11/06/2024,"MTD FAULT: Meter ID mismatch, comms connects to different meter than stated in D0313 Comms Mode UDP using IP address / Socket Port 10.29.0.32:10000. Last Stored Data 25/11/2023. SSIL NHH Contact: Cecilia Li Kam Tin",E09BG03350
1300005824875,1300005824875 - E09BG04136,10/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07775118708. Last stored data 26/04/2021. SSIL NHH Contact: Jane Lewis,E09BG04136
1300005875249,1300005875249 - E10BG51275,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07584547646. Last Stored Data: 27-JUL-21. SSIL NHH Contact: Ivan Topic,E10BG51275
1300005875258,1300005875258 - E10BG38022,22/06/2024,COMMS FAULT: reraise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07584547651. Last Stored Data: 27-JUL-21. SSIL NHH Contact: Cecilia Li Kam Tin,E10BG38022
1300005909172,1300005909172 - E09BG14800,27/11/2022,COMMS FAULT: Number fails to pick up Current Comms Mode is Outbound using Telephone 07759352013. Last Stored Data 15/10/2022. SSIL NHH Contact: Joe Casebow,E09BG14800
1300005963203,1300005963203 - E09BG30328,18/03/2024,"MTD FAULT: re raisMeter ID mismatch, comms connects to different meter than stated in D0313 Current Comms Mode is UDP using IP address / Socket Port 10.13.64.242:9876. Last Stored Data 23/09/2023. SSIL NHH Contact: Ivan Topic",E09BG30328
1300006023091,1300006023091 - E10BG67693,03/11/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07924262453. Last Stored Data 30/10/2023. SSIL NHH Contact: Nicole Barnes,E10BG67693
1300006086384,1300006086384 - E09BG04955,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07775118586. Last stored data 26/04/2021. SSIL NHH Contact: Jane Lewis,E09BG04955
1300006118450,1300006118450 - E09BG05165,29/08/2023,COMMS FAULT - Re raise. Unable to connect and collect data. Plz keep D1 open until fault resolved. Current Comms Mode is Outbound using Telephone 07975335834. Last Stored Data: 15-JUN-23. CLI-KAM-TIN 01293 776747 ext 309,E09BG05165
1300006164908,1300006164908 - E09BG08822,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07975356105. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E09BG08822
1300006164962,1300006164962 - E11Z19228,03/06/2024,COMMS FAULT: Unable to connect to meter and collect data Current Comms Mode is Outbound using Telephone 07975356189. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11Z19228
1300006196440,1300006196440 - E12Z114865,20/05/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07720470652. Last Stored Data: 14-MAY-24. SSIL NHH Contact: Nathan Chan,E12Z114865
1300006210040,1300006210040 - E14Z020554,01/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07841761613. Last Stored Data 26/06/2024. SSIL NHH Contact: Ben Brant,E14Z020554
1300006323950,1300006323950 - 219820789,02/08/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.24:46476. Last stored data 20/02/2024. SSIL NHH Contact: Ben Brant",219820789
1300006327253,1300006327253 - 250405385,03/04/2024,COMMS FAULT: Unable to connect to meter and collect data. Private IP Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.177.145:9999. Last Stored Data: 01-APR-70. NCHAN 01293 776747 ext,250405385
1300006363474,1300006363474 - 219028291,03/08/2022,"MTD FAULT - Invalid IP address, please update MTDs Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.183.160:9999. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389",219028291
1300006395670,1300006395670 - E14Z014004,05/04/2024,COMMS FAULT: reraise d1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07740234541. Last Stored Data: 14-FEB-24. CLI-KAM-TIN 01293 776747 ext 309,E14Z014004
1300006453808,1300006453808 - E16TB00522,24/08/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 00345901004878466. Last stored data 01/02/2024. SSIL NHH Contact: Samuel Dickinson,E16TB00522
1300006466133,1300006466133 - E09BG10429,14/06/2024,COMMS FAULT: reraise D1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901220521. Last Stored Data: 19-APR-24. SSIL NHH Contact: Cecilia Li Kam Tin,E09BG10429
1300006642818,1300006642818 - E14Z021391,17/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07712754118. Last Stored Data: 13-JUN-24. SSIL NHH Contact: Ivan Topic,E14Z021391
1300006896987,1300006896987 - E14Z019910,03/10/2024,COMMS FAULT: GSM Comms drops connection. Comms Mode Outbound using Telephone 07955257308. Last stored data 25/01/2022. SSIL NHH Contact: Samuel Dickinson,E14Z019910
1300006956730,1300006956730 - E14Z029137,15/03/2023,COMMS FAULT: Failed to collect data from meter Current Comms Mode is UDP using IP address / Socket Port 10.9.41.79:9876. Last Stored Data 08/03/2023. SSIL NHH Contact: Krupesh Nayee,E14Z029137
1300006999033,1300006999033 - E09BG08786,30/08/2024,COMMS FAULT: GSM Comms drops connection. Comms Mode Outbound using Telephone 07975356030. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG08786
1300007001187,1300007001187 - E09BG08803,29/12/2022,LOGIN FAULT: Meter fails to login. Current Comms Mode is UDP using IP address / Socket Port 10.13.66.209:9876. Last Stored Data 23/12/2022. SSIL NHH Contact: Krupesh Nayee,E09BG08803
1300007002543,1300007002543 - E14Z014191,12/04/2022,LOGIN FAULT: Meter fails to login. Current Comms Mode is UDP using IP address 10.9.34.30:9876. Last Stored Data 07/01/2022. SSIL NHH Contact: Krupesh Nayee,E14Z014191
1300007004008,1300007004008 - E09BG10462,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975373530. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG10462
1300007004620,1300007004620 - E09BG10461,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975373528. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG10461
1300007006929,1300007006929 - E09BG11600,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975389496. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG11600
1300007011751,1300007011751 - E09BG08839,22/02/2024,"MTD FAULT: Meter ID mismatch, comms connects to different meter than stated in D0313 Current Comms Mode is Outbound using Telephone 07924262459. Last Stored Data 13/10/2021. SSIL NHH Contact: Nicole Barnes",E09BG08839
1300007012063,1300007012063 - E09BG10484,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975373577. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG10484
1300007014015,1300007014015 - E09BG11599,08/12/2021,"COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07769138416. Last Stored Data 13/10/2021. SSIL NHH Contact: Krupesh Nayee. Number not recognised, sim possibly barred.",E09BG11599
1300007018400,1300007018400 - E09BG10391,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975373384. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG10391
1300007018872,1300007018872 - E09BG10485,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07881331726. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E09BG10485
1300007019263,1300007019263 - E09BG10481,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975373570. Last stored data 13/10/2021. SSIL NHH Contact: Jane Lewis,E09BG10481
1300007020445,1300007020445 - E09BG10466,07/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975373540. Last stored data 10/07/2022. SSIL NHH Contact: Jane Lewis,E09BG10466
1300007023135,1300007023135 - E09BG10468,25/04/2023,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07975373544. Last Stored Data: 20-APR-23. KNAYEE 01293 776747 ext 389,E09BG10468
1300007059363,1300007059363 - E10BG11270,11/03/2024,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07556834910. Last Stored Data 23/11/2023. SSIL NHH Contact: Ivan Topic,E10BG11270
1300007130096,1300007130096 - E14Z045071,08/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07711527707. Last Stored Data 03/07/2024. SSIL NHH Contact: Matthew Taylor,E14Z045071
1300007180334,1300007180334 - E10BG37902,05/08/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07624271408. Last stored data 24/01/2024. SSIL NHH Contact: Nicole Barnes,E10BG37902
1300007254474,1300007254474 - E15Z016804,22/02/2024,COMMS FAULT: Failed to connect to IP adress Current Comms Mode is UDP using IP address / Socket Port 10.9.34.220:9876. Last Stored Data 18/02/2024. SSIL NHH Contact: Ben Brant,E15Z016804
1300007333080,1300007333080 - E14Z036281,17/05/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07711521016. Last Stored Data 01/04/2024. SSIL NHH Contact: Samuel Dickinson,E14Z036281
1300007340469,1300007340469 - E15Z007361,02/01/2024,"MTD FAULT: Meter ID mismatch Current Comms Mode is UDP using IP address / Socket Port 10.9.32.16:9876. Last Stored Data 02/01/2024. SSIL NHH Contact: Ivan Topicplant number mismatch, please investigate",E15Z007361
1300007359344,1300007359344 - EML2302716,07/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:14054. Last stored data 07/02/2024. SSIL NHH Contact: Samuel Dickinson",EML2302716
1300007383931,1300007383931 - E09BG08857,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07924437132. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E09BG08857
1300007396300,1300007396300 - E09BG08825,28/02/2024,"MTD FAULT: Meter ID mismatch, comms connects to different meter than stated in D0313 Current Comms Mode is Outbound using Telephone 07924317400. Last Stored Data 27/02/2024. SSIL NHH Contact: Keiley Davis",E09BG08825
1300007433324,1300007433324 - E14Z027286,18/07/2024,MTD FAULT: Multiple versions of the same comms method in D0313. Send 1 comms number per MSN. Comms Mode TCP/IP using IP address / Socket Port 192.168.8.24:46919. Last Stored Data 27/06/2024. SSIL NHH Contact: Ben Brant,E14Z027286
1300007560802,1300007560802 - 219819002,07/11/2023,COMMS FAULT: Failed to collect data from meter Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.206.40:9999. Last Stored Data 30/10/2023. SSIL NHH Contact: Keiley Davis,219819002
1300007575065,1300007575065 - E13ML02442,28/06/2024,LOGIN FAULT: Invalid pin/password combination. Current Comms Mode is Outbound using Telephone 07525348185. Last Stored Data: 28-JUN-24. SSIL NHH Contact: Cecilia Li Kam Tin,E13ML02442
1300007839720,1300007839720 - E13Z039871,11/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07841711422. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E13Z039871
1300007930431,1300007930431 - 250384387,27/06/2024,"ACT-196136 Dial Failure We are unable to retrieve data from meter 250384387 using comms 172.22.218.50:9999. When connecting to the IP we get no response, please investigate and advise",250384387
1300008003539,1300008003539 - 250382288,12/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.24:46518. Last Stored Data 12/04/2024. SSIL NHH Contact: Samuel Dickinson",250382288
1300008010493,1300008010493 - E11Z88043,03/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07808315129. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ben Brant,E11Z88043
1300008084069,1300008084069 - EML2301568,17/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:10903. Last Stored Data: 13-OCT-24. SSIL NHH Contact: Nathan Chan,EML2301568
1300008160204,1300008160204 - E06BG16534,03/05/2024,COMMS FAULT: Failed to collect data from meter Comms Mode Outbound using Telephone 07824455409. Last Stored Data 29/04/2024. SSIL NHH Contact: Ivan Topic,E06BG16534
1300008211435,1300008211435 - E11Z56276,18/09/2024,MTD FAULT: Multi meter MPAN has same comms number. D0001 re raised. Comms Mode TCP/IP using IP address / Socket Port 192.168.8.24:15095. Last stored data 23/12/2023. SSIL NHH Contact: Ben Brant,E11Z56276
1300008379555,1300008379555 - E13Z059110,09/02/2022,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07711453365. Last Stored Data: 15-MAY-21. KNAYEE 01293 776747 ext 389,E13Z059110
1300008600554,1300008600554 - E12BG05819,06/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07556949453. Last Stored Data: 02-JUN-24. SSIL NHH Contact: Cecilia Li Kam Tin,E12BG05819
1300008665817,1300008665817 - E10BG71340,11/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07924437443. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E10BG71340
1300008718308,1300008718308 - K18A008856,08/03/2024,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07725666762. Last Stored Data 04/03/2024. SSIL NHH Contact: Ben Brant,K18A008856
1300008772494,1300008772494 - E09BG04205,24/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07901442577. Last stored data 14/09/2024. SSIL NHH Contact: Matthew Taylor,E09BG04205
1300008780820,1300008780820 - E09BG10599,12/11/2020,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07769138408. Last Stored Data 08/11/2020. SSIL NHH Contact: Krupesh Nayee,E09BG10599
1300008880491,1300008880491 - E09BG09866,24/08/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07624608235. Last stored data 20/08/2024. SSIL NHH Contact: Samuel Dickinson,E09BG09866
1300008973046,1300008973046 - E13Z022734,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416762114. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z022734
1300008973055,1300008973055 - E13Z022744,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416761945. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z022744
1300008978391,1300008978391 - E13Z033501,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416753888. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z033501
1300009001133,1300009001133 - E15Z014630,13/06/2024,COMMS FAULT: Multimeter. 2 meters not dialling as number going to recorded message. Comms Mode Outbound using Telephone 07703936327. Last Stored Data 27/02/2024. SSIL NHH Contact: Cecilia Li Kam Tin,E15Z014630
1300009275467,1300009275467 - E10TD01663,01/08/2024,"ACT-210012 Dial Failure We are unable to retrieve data from meter 210118873 using comms 07801370365 due to the remote end not answering, please investigate and advise.",E10TD01663
1300009282631,1300009282631 - E15Z007979,18/03/2024,"MTD FAULT: re raisMeter ID mismatch, comms connects to different meter than stated in D0313 Current Comms Mode is UDP using IP address / Socket Port 10.9.37.197:9876. Last Stored Data 23/09/2023. SSIL NHH Contact: Ivan Topic",E15Z007979
1300009287142,1300009287142 - E13Z023435,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416762961. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z023435
1300009290614,1300009290614 - E13Z023438,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416762959. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z023438
1300009295301,1300009295301 - E13Z024406,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416761085. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z024406
1300009298650,1300009298650 - E13Z024496,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416760038. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z024496
1300009299662,1300009299662 - E13Z033520,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416753876. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z033520
1300009299705,1300009299705 - E13Z022295,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416539893. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z022295
1300009299779,1300009299779 - E13Z033510,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07720495559. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z033510
1300009325791,1300009325791 - E17ML05843,08/10/2024,LOGIN FAULT: Invalid username/password combination Comms Mode Outbound using Telephone 07900919225. Last stored data 12/12/2023. SSIL NHH Contact: Ben Brant,E17ML05843
1300009493246,1300009493246 - E19ML14437,17/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07924415019 and SMS 44792444425845. Last Stored Data: 11-JUN-24. SSIL NHH Contact: Ivan Topic,E19ML14437
1300009524160,1300009524160 - E18BG11288,15/07/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is UDP using Telephone and SMS . Last Stored Data: 02-FEB-23. SSIL NHH Contact: Ivan Topic,E18BG11288
1300009650218,1300009650218 - E13Z046465,11/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07703209642. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E13Z046465
1300009760834,1300009760834 - K10UP09874,01/06/2023,COMMS FAULT: GSM Comms goes to recorded message. Please arrange MEX if required Current Comms Mode is Outbound using Telephone 07769138249. Last Stored Data 03/12/2022. SSIL NHH Contact: Krupesh Nayee,K10UP09874
1300009779560,1300009779560 - E15Z013034,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07422182266. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E15Z013034
1300009848294,1300009848294 - E18BG10545,17/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07924317770 and SMS 44792483490770. Last Stored Data: 11-JUN-24. SSIL NHH Contact: Ivan Topic,E18BG10545
1300009931171,1300009931171 - 217470430,12/03/2024,COMMS FAULT: Private IP of 172.XX. Unable to connect Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.116.96:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,217470430
1300009950174,1300009950174 - E14BG01503,13/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07624281575. Last stored data 21/12/2023. SSIL NHH Contact: Jane Lewis,E14BG01503
1300009960048,1300009960048 - P13C02389,12/03/2024,COMMS FAULT: Unable to connect to IP and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 86.188.207.101:60681. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,P13C02389
1300009975675,1300009975675 - 218478025,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.110.210:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218478025
1300009975709,1300009975709 - 216545570,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.146.80:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",216545570
1300009975824,1300009975824 - 215136366,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.146.84:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",215136366
1300009978904,1300009978904 - 218478396,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.135.204:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218478396
1300009979340,1300009979340 - 218799109,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.146.88:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218799109
1300010025374,1300010025374 - 219033227,18/07/2024,LOGIN FAULT: Invalid pin/password combination Comms Mode UDP using IP address / Socket Port 192.168.8.13:25042. Last Stored Data 08/02/2024. SSIL NHH Contact: Keiley Davis,219033227
1300010029731,1300010029731 - 218797804,15/07/2024,COMMS FAULT: GSM comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07591556215. Last Stored Data: 09-JUL-24. SSIL NHH Contact: Ivan Topic,218797804
